ID,Flag_Cliente,Edad,Genero,Flag_Upgrade,MOB,DiasMora_201501,DiasMora_201502,DiasMora_201503,DiasMora_201504,DiasMora_201505,DiasMora_201506,NroPagosMensuales_u6m,FlagRefRCC_u12m,ClasRCC_u12m,NroEntRCC_TC,DeudaTC,LineaTC,NroTransacciones_PagaLaMitad_u12m,NroTransacciones_DispEfectivo_u12m,SaldoTotal_maximo_u12m
26260,0,32,1,0,40,0,0,0,1,1,0,6,1,0,1,31.8,300,0,0,39.6
26270,1,31,0,0,40,0,1,0,1,1,0,3,1,4,3,368.43,400,0,1,387.04
26392,0,24,0,0,40,0,31,61,1,0,0,1,1,0,4,720.8,900,0,0,1015.7
26753,0,51,1,0,39.9666666666667,0,31,31,31,1,31,1,1,2,5,1225.32,1600,0,0,1764.12
26880,0,37,0,1,39.9666666666667,31,31,31,1,1,0,1,1,1,5,194.8,300,0,0,293.15
26993,1,33,0,0,39.9333333333333,0,0,0,0,0,0,4,1,0,1,42.97,11250,0,0,857.95
27047,1,40,0,0,39.9333333333333,0,0,0,0,26,0,3,1,0,2,1476.34,3500,0,0,1476.34
27209,1,37,1,0,39.9333333333333,25,56,56,0,0,0,1,1,0,5,49.91,600,0,2,169.62
27445,0,38,0,0,39.9,0,26,0,0,0,0,3,1,4,2,158.61,500,0,1,182.6
27568,1,47,0,0,39.9,0,0,0,0,0,0,6,1,0,1,1698.5,1700,1,9,2035.1
27609,0,35,0,0,39.9,0,1,31,0,1,0,2,1,0,3,32.56,1080,0,0,55.67
27633,0,26,1,0,39.9,56,0,0,0,0,0,1,1,0,3,419.53,500,0,1,458
27654,1,29,1,0,39.9,0,0,0,0,0,0,6,1,0,1,496.67,16180,0,0,2180.72
27880,0,27,1,0,39.8666666666667,25,56,56,0,0,0,1,1,4,5,343.69,600,3,0,614.13
27909,1,62,0,0,39.8666666666667,0,0,0,0,0,0,5,1,0,1,1331.75,1080,11,1,1357.71
27975,0,27,1,0,20.7666666666667,0,1,31,0,1,0,2,1,0,4,996.06,2050,0,3,2129.66
28085,0,35,0,0,27.3,15,0,0,0,0,15,3,1,4,2,382.71,350,0,0,383.75
28137,1,52,0,1,39.8666666666667,0,0,0,0,0,0,6,1,4,1,409.21,600,0,1,620.17
28482,1,38,1,0,39.8333333333333,0,0,0,0,0,0,5,1,0,1,376.45,300,2,0,376.45
28488,1,43,1,0,39.8333333333333,0,0,0,0,0,0,3,1,0,2,1368.84,1480,8,0,2139.78
29273,0,26,0,0,27.3,46,0,0,16,0,15,2,1,3,5,370.59,300,0,0,370.59
29299,1,37,1,0,39.7666666666667,0,0,0,0,0,0,6,1,0,1,70.08,4100,0,0,70.08
29393,1,26,0,0,39.7666666666667,0,0,0,0,0,0,5,1,0,1,2122.09,2030,0,0,2517.9
29645,0,23,1,0,39.7666666666667,10,0,10,11,11,10,2,1,0,5,1358.09,2000,0,4,2099.99
29974,0,23,1,0,39.7333333333333,0,21,0,0,0,20,1,1,1,5,506.37,400,0,0,566.34
30032,1,30,0,1,39.7333333333333,0,0,0,0,0,0,5,1,0,1,636.8,3000,0,1,697.13
30050,1,64,1,0,39.7333333333333,0,0,0,0,0,0,4,1,0,1,416.51,500,5,0,615.07
30096,1,38,0,0,39.7333333333333,0,0,0,0,0,0,5,1,0,1,1508.37,4500,0,0,2141.06
30113,0,28,1,0,39.7333333333333,20,0,0,0,0,0,1,1,1,5,423.47,700,0,0,533.56
30147,1,45,1,1,39.7333333333333,0,0,0,0,0,0,5,1,0,1,723.84,16250,0,0,7057.12
30332,0,42,1,1,39.7,0,0,0,0,0,0,5,1,4,1,470.24,450,0,0,472.17
30401,1,27,0,0,39.7,0,0,20,0,0,0,3,1,0,2,2364.64,2600,0,4,2831.74
30448,1,46,1,0,39.7,0,0,0,0,0,0,5,1,0,1,1992.67,2300,0,0,2454.02
30587,1,30,1,0,20.7333333333333,0,1,0,0,1,0,4,1,0,1,223.52,2380,0,0,440.99
30605,1,32,0,0,39.7,0,21,20,0,0,0,1,1,0,4,209.75,300,1,1,368.64
30626,1,27,0,0,39.7,0,0,0,0,0,0,4,1,0,1,205.76,700,0,0,543.53
30776,0,34,0,0,39.6666666666667,20,51,0,21,52,51,1,1,2,5,900.9,800,0,0,961.96
30867,1,43,1,0,39.6666666666667,0,0,0,0,0,0,5,1,0,1,60.6,1000,0,0,240.2
30910,0,42,1,0,20.7333333333333,0,1,0,1,32,0,1,1,0,5,593.25,750,0,0,788.13
30912,0,54,0,0,39.6666666666667,20,51,20,0,21,0,1,1,0,5,23.44,590,0,0,537.21
30946,1,36,1,0,39.6333333333333,0,21,20,0,0,20,2,1,0,5,252.03,500,0,0,540.22
30969,1,41,0,1,39.6333333333333,0,0,5,6,0,0,1,1,0,4,1627.23,5700,0,0,1804.02
31049,1,43,1,0,39.6333333333333,0,26,0,26,26,0,2,1,2,5,8208.73,12000,0,0,11036.51
31067,1,28,1,0,20.7333333333333,0,0,0,0,0,0,5,1,0,1,796.58,2250,0,0,868.96
31196,0,34,1,0,39.6333333333333,20,21,0,0,0,0,2,1,0,5,303.68,1000,0,0,711.17
31306,1,43,1,1,39.6,0,0,0,0,0,0,5,1,0,1,385.83,2500,1,0,495.23
31340,1,43,0,0,39.6,0,0,0,0,0,15,4,1,1,1,279.66,1000,0,0,940.13
31363,0,26,1,1,39.6,15,0,0,0,16,0,3,1,0,4,375.28,500,1,0,519.26
31364,1,40,1,0,39.6,0,0,0,0,0,0,3,1,0,1,435.64,1100,0,3,515.36
31390,1,32,1,0,39.6,0,0,0,0,0,0,4,1,0,1,3121.62,2900,1,4,3218.65
31448,1,26,1,0,39.6,0,0,0,0,0,0,4,1,0,2,117.1,400,0,2,236.43
31636,1,41,0,0,39.5666666666667,0,0,0,0,0,0,4,1,0,2,1546.58,3600,0,0,1546.58
31757,0,41,0,1,39.5666666666667,15,0,0,0,0,0,1,1,0,5,782.89,1000,1,0,782.89
31860,0,29,1,0,39.5666666666667,0,0,0,0,0,15,0,1,1,5,611.77,600,2,0,611.77
31896,1,38,0,1,39.5666666666667,0,0,0,0,0,0,2,1,0,3,507.74,600,0,1,616.94
31930,1,47,1,0,39.5666666666667,0,0,0,0,0,0,5,1,0,1,313.9,1000,0,0,992.03
31994,0,30,1,0,39.5666666666667,0,0,0,1,0,0,2,1,0,5,526.23,500,0,0,537.12
32390,1,55,0,1,39.5333333333333,0,0,0,0,0,0,4,1,0,1,2202.6,2160,2,28,2283.91
32480,0,42,1,0,39.5333333333333,0,0,15,16,0,0,2,1,0,4,640.95,700,8,0,777.41
32698,0,23,1,0,39.5,0,0,5,0,0,5,3,1,4,1,912.35,800,0,4,912.35
32889,0,42,1,0,39.5,0,16,46,46,16,46,1,1,0,5,979.18,900,0,0,1194.82
32981,0,28,0,1,39.5,0,1,0,1,1,31,2,1,2,4,837.45,4500,0,1,3990.17
33148,1,28,1,1,39.5,0,0,0,0,0,0,5,1,0,1,1563.52,2350,1,0,1689.62
33149,1,26,1,0,39.5,0,0,0,0,16,0,3,1,0,3,505.8,1800,0,2,1382.44
33460,0,31,1,0,39.4666666666667,0,16,0,0,16,0,2,1,2,5,408.26,400,2,0,498.02
33469,1,46,1,1,39.4666666666667,0,0,15,16,16,0,2,1,0,5,318.23,1200,0,0,632.59
33482,1,33,1,0,39.4666666666667,0,0,0,0,0,0,5,1,0,1,621.42,1750,0,0,1224.81
33607,0,32,0,0,39.4666666666667,46,0,0,0,16,46,1,1,3,5,447.65,400,0,0,447.65
33614,1,45,0,0,39.4666666666667,0,0,0,0,0,0,3,1,0,2,88.78,720,0,0,443.45
33709,0,44,1,1,20.7333333333333,0,31,31,1,0,0,3,1,0,2,1244.57,900,2,2,1244.57
33790,1,29,1,0,39.4666666666667,0,0,0,0,0,0,4,1,0,1,585.49,600,0,8,639.1
33827,0,22,0,0,20.7333333333333,0,1,31,62,1,31,1,1,2,5,742.99,1200,0,0,883.89
33859,1,30,0,0,39.4333333333333,0,0,0,0,0,0,5,1,0,1,3216.23,4200,0,1,3568.86
33925,1,28,1,0,39.4333333333333,0,0,0,0,0,0,5,1,0,1,1633.14,2000,0,0,1633.14
34059,0,30,0,0,39.4333333333333,0,11,0,0,11,41,3,1,1,3,425.38,600,3,3,585.87
34077,1,30,0,0,39.4333333333333,0,0,10,0,0,0,4,1,0,1,342.28,1600,1,5,687.47
34122,0,37,1,0,39.4,0,11,0,11,11,10,2,1,1,5,1823.85,2000,0,0,2113.37
34185,0,27,0,0,39.4,0,0,10,11,11,0,0,1,0,5,38.68,600,0,0,209.88
34278,0,33,0,0,20.7333333333333,0,1,0,1,1,0,5,1,0,1,5883.12,5390,3,2,5901.77
34435,1,36,0,1,39.3666666666667,10,0,10,0,11,0,3,1,0,5,131.72,300,0,0,277.49
34474,1,33,0,0,39.3666666666667,0,0,0,0,0,0,4,1,0,1,99.35,800,0,2,669.26
34499,0,28,1,0,39.3666666666667,41,0,0,0,0,0,1,1,0,3,222.85,500,0,1,544.94
34581,0,26,0,0,39.3666666666667,41,11,0,0,0,0,1,1,4,4,743.43,1350,1,1,1838.24
34788,0,43,0,0,39.3333333333333,0,0,0,0,11,10,4,1,1,1,994.69,1000,2,1,1140
34825,1,34,1,0,39.3333333333333,0,0,0,0,0,0,5,1,0,1,1190.18,1260,12,0,1300.6
34881,1,33,1,0,39.3333333333333,5,6,5,6,0,5,2,1,0,5,283.91,1000,0,0,1556.3
34905,1,39,0,0,39.3333333333333,0,0,0,0,0,0,5,1,0,1,1973.57,6800,0,12,1973.57
34961,1,34,1,0,39.3333333333333,0,0,0,0,0,0,6,1,0,1,1576.99,12800,0,5,4097.94
34973,1,62,0,0,39.3333333333333,0,0,0,11,0,0,4,1,0,1,198.97,2800,0,1,1137.08
35045,1,58,0,0,39.3333333333333,0,0,0,0,0,0,5,1,0,1,814.95,1950,0,3,1333.52
35075,0,23,1,0,39.3,0,11,10,11,0,10,3,1,1,2,1204.73,1200,4,1,1494.44
35169,1,57,1,1,39.3,0,1,0,0,0,0,3,1,2,2,2981.2,4500,10,1,3844.62
35243,1,24,1,0,39.3,0,26,0,0,0,0,2,1,0,4,5230.06,7300,2,8,7947.48
35247,0,38,1,0,39.3,0,11,10,0,0,0,2,1,0,3,840.02,1950,0,4,1458.53
35558,0,39,0,0,39.3,0,0,0,0,0,10,4,1,0,3,180.88,200,0,0,267.41
35872,0,33,1,0,39.2666666666667,5,6,5,0,0,5,1,1,0,5,894.67,2350,2,1,2302.12
35929,0,51,0,0,39.2666666666667,0,0,5,6,37,36,1,1,0,5,381.08,400,1,0,463.83
36010,1,46,0,1,39.2666666666667,0,0,0,0,0,0,3,1,0,2,754.52,6000,0,0,1456.23
36102,0,52,0,0,39.2333333333333,0,6,0,0,6,0,5,1,0,1,7181.5,8440,0,15,8898.84
36491,0,27,0,1,39.2333333333333,5,36,5,0,6,36,1,0,2,5,618,500,0,0,637.53
36658,1,22,1,0,39.2,0,6,5,36,6,36,1,1,1,5,124.61,500,0,0,471.96
36804,0,35,1,0,39.2,25,0,0,0,0,0,1,1,0,3,3335.82,3800,6,0,6950.83
36918,1,22,1,0,20.7,0,0,0,0,0,0,3,1,0,2,2769.9,1250,0,0,2818.11
36965,1,33,0,0,39.1666666666667,0,0,0,0,0,0,5,1,1,1,1413.94,2450,1,22,2848.31
36981,0,38,0,0,39.1666666666667,0,0,0,6,6,36,2,1,0,4,106.12,500,0,0,106.12
37031,0,32,1,0,39.1333333333333,0,0,0,0,6,0,2,1,0,4,378.34,1400,0,0,1129.41
37103,0,38,0,0,39.1333333333333,5,0,5,0,0,0,4,1,0,1,371.38,400,0,5,391.16
37153,1,36,1,0,39.1333333333333,5,0,0,0,6,5,4,1,0,1,634.3,700,11,0,852.28
37261,1,49,1,0,39.1333333333333,0,0,0,0,0,0,6,1,0,1,233.22,2500,0,0,424.67
37476,0,47,0,1,39.1,0,0,0,31,32,31,2,1,2,4,1834.49,2050,5,2,2894.03
37498,0,27,0,0,39.1,31,0,0,1,1,0,1,1,0,5,1353.27,1850,1,1,2304.16
37500,0,28,0,0,39.1,10,0,0,0,0,10,4,1,1,2,216.55,400,0,0,433.68
37523,0,36,0,1,39.1,0,31,0,1,32,0,2,1,1,5,478.8,800,1,0,884.43
37557,0,52,0,1,39.1,0,0,0,0,1,0,6,1,0,1,1062.96,2300,0,0,1143.32
37642,1,46,1,0,39.1,0,0,0,0,0,0,5,1,0,1,694.55,550,0,0,694.55
37660,0,29,1,1,39.1,0,31,0,31,1,0,2,1,0,2,301.97,300,0,0,338.58
37747,1,41,0,0,39.1,0,0,0,0,0,0,6,1,0,1,3444.72,3650,3,23,3799.22
37808,1,26,1,0,39.1,0,0,0,1,1,0,3,1,0,2,425.01,500,0,2,453.92
38248,0,59,1,1,39.0666666666667,0,0,0,1,32,0,2,1,0,4,255.81,400,0,0,317.07
38301,0,24,0,0,39.0666666666667,61,1,31,0,1,0,1,1,0,5,631.55,1200,0,0,1463.08
38329,1,45,1,0,39.0666666666667,0,0,0,0,0,0,6,1,0,1,3645.15,4250,0,7,4086.21
38491,0,25,0,0,39.0333333333333,0,1,31,1,1,31,1,1,2,5,784.2,800,0,0,853.05
38522,0,48,1,0,39.0333333333333,0,1,0,1,1,0,2,1,0,4,73.62,800,0,0,715.62
38762,0,43,0,0,39.0333333333333,0,0,0,1,1,0,1,1,0,5,83.17,400,0,0,338.84
38963,0,26,1,0,39,20,21,51,51,52,20,1,1,0,5,84.85,400,0,0,510.83
38966,0,39,1,0,39,0,0,0,1,1,31,4,1,0,1,1170.97,1000,0,0,1170.97
39189,0,29,0,0,39,0,1,0,1,1,0,4,1,0,1,30.28,400,0,0,391.19
39248,1,24,0,0,38.9666666666667,0,1,0,1,1,0,5,1,0,1,406.41,700,2,0,682.8
39344,1,63,0,1,38.9666666666667,0,1,0,0,0,0,5,1,0,1,3805.2,8750,0,0,6374.53
39765,1,29,1,0,38.9,0,0,0,0,0,0,4,1,0,1,379.12,300,0,0,379.12
39838,0,27,0,0,20.7,0,1,0,1,1,0,3,1,4,2,367.37,700,0,0,742.84
39951,1,26,1,0,38.9,15,0,0,0,0,0,3,1,0,2,647.01,900,0,1,909.86
40064,0,29,0,0,38.8666666666667,64,67,5,36,0,5,0,1,0,5,323.33,300,0,0,373.81
40089,1,27,1,0,38.8666666666667,0,0,0,0,0,0,4,1,0,1,1610.28,2400,0,5,1610.28
40136,0,23,1,1,20.7,0,0,0,1,1,0,2,1,0,5,325.16,400,0,0,445.89
40148,0,45,0,1,38.8666666666667,0,26,56,56,26,25,1,1,1,5,165.65,800,0,0,271.77
40350,0,33,0,1,38.8666666666667,0,26,56,26,57,0,1,1,2,5,34.46,400,0,0,484.41
40458,1,34,1,0,38.8333333333333,0,0,0,0,0,0,2,1,0,2,711.78,700,0,0,995.5
40634,1,30,0,1,38.8333333333333,0,26,0,26,0,0,3,1,0,4,319.71,400,0,0,385.71
40757,1,45,0,0,38.8333333333333,0,0,0,0,0,0,5,1,0,1,528.74,1600,1,9,811.94
40988,0,35,0,0,38.8,0,26,25,0,0,0,2,1,4,5,352.83,400,0,0,390.1
41157,0,28,0,0,38.8,25,0,25,0,0,0,0,1,0,5,89.37,300,0,0,338.18
41198,1,28,1,0,38.8,0,0,0,0,0,0,4,1,0,1,1793.6,3500,0,0,1793.6
41233,0,30,0,0,38.7666666666667,20,51,81,0,21,20,1,1,0,5,405.57,400,0,0,430.58
41249,1,30,0,0,38.7666666666667,20,0,0,0,0,0,3,1,0,2,284.24,600,0,0,523.93
41255,1,34,1,0,38.7666666666667,0,0,0,0,0,20,4,1,1,1,2641.81,3450,1,0,3468.32
41260,1,25,0,0,38.7666666666667,0,0,0,0,0,0,4,1,0,2,1371.28,1500,1,0,1589.3
41320,1,50,0,1,38.7666666666667,0,0,0,0,0,0,4,1,0,1,717.28,1440,0,6,1284.73
41401,1,27,0,0,38.7666666666667,0,0,0,0,0,25,2,1,4,3,1011.9,2400,0,0,2840.41
41403,0,23,0,0,20.7,5,6,5,0,0,5,3,1,0,3,492.5,600,8,3,643.81
41508,1,27,1,0,38.7666666666667,0,0,0,0,0,0,4,1,0,2,494.05,1480,1,3,1093.23
41551,1,27,1,1,38.7333333333333,0,0,0,0,0,0,4,1,0,1,937.21,1000,0,0,937.21
41745,0,23,0,0,38.7,25,56,0,26,57,0,0,1,0,5,256.8,1200,0,0,1549.35
41818,1,46,0,0,27.2333333333333,0,0,0,0,0,0,5,1,0,1,871.72,1200,4,8,1052.07
42123,1,58,0,1,38.6333333333333,5,6,5,6,0,0,2,1,0,3,491.3,2000,0,0,1078.48
42266,1,56,1,1,38.6,5,6,5,0,6,5,2,1,0,5,647.51,1000,1,0,1019.95
42284,0,34,1,0,38.6,15,0,0,16,16,15,2,1,4,5,542.73,500,1,0,633.28
42469,1,32,1,0,38.5666666666667,0,0,0,0,0,0,6,1,0,1,984.81,2400,0,10,1257.59
42503,0,31,1,0,38.5666666666667,15,0,0,16,47,0,1,0,2,5,471.44,1000,1,0,717.29
42784,0,46,1,0,38.5666666666667,0,0,0,0,0,15,4,1,0,2,108.32,400,0,0,197.19
42997,0,35,1,0,38.5666666666667,15,16,15,0,0,15,1,1,1,5,272.23,300,0,0,297.25
43039,0,47,1,0,38.5666666666667,0,16,15,16,0,0,2,1,0,4,287.62,300,5,0,344.82
43052,1,35,1,0,38.5666666666667,0,0,0,0,0,0,5,1,0,1,1676.58,2080,0,4,1676.58
43108,1,34,1,0,38.5333333333333,61,62,61,31,32,31,0,1,2,5,3322.91,4600,0,2,4958.68
43254,1,44,1,0,38.5333333333333,0,0,15,0,16,0,2,1,0,5,313.14,1600,0,1,1149.46
43308,0,30,0,0,38.5333333333333,0,1,0,0,0,0,3,1,0,1,474.15,1700,2,11,1367.33
43375,1,24,1,0,38.5333333333333,0,16,15,16,16,15,2,1,0,5,366.8,400,2,1,445.55
43396,0,41,0,1,38.5333333333333,15,0,0,0,16,46,2,1,0,5,575.08,700,0,0,632.04
43527,1,27,0,0,38.5,10,0,10,0,0,0,4,1,0,2,528.08,600,1,0,629.17
43630,0,25,0,0,27.2333333333333,15,0,0,0,0,15,2,1,1,4,1113.83,2200,0,0,3363.14
44099,1,35,1,0,38.4333333333333,0,16,15,16,16,15,2,1,0,5,180.83,900,0,0,1128.49
44126,1,51,0,0,38.4333333333333,0,0,0,0,0,0,5,1,0,1,5892.18,8400,2,0,7978.93
44348,1,52,0,0,38.4,0,0,0,0,0,0,5,1,0,1,230.79,1400,0,2,554.43
44445,0,29,0,0,38.4,0,11,0,0,0,10,3,1,1,3,321.8,300,1,0,342.39
44514,1,23,1,0,38.4,0,0,0,0,11,10,1,1,3,3,424.5,400,3,0,424.5
44587,0,27,1,0,38.3666666666667,0,1,0,1,1,31,4,1,2,2,442.87,400,3,1,442.87
44650,0,23,0,0,38.3666666666667,10,41,41,11,0,0,1,1,0,5,355.55,1000,1,0,951.3
44669,1,34,0,0,38.3666666666667,0,0,10,0,0,0,4,1,0,1,2543.21,4400,0,19,3646.05
44786,0,50,0,1,38.3666666666667,0,1,0,1,1,0,2,1,0,4,310.77,500,0,0,526.08
44887,1,50,1,0,38.3666666666667,0,0,0,0,0,0,6,1,0,1,1173.57,1600,0,4,1368.49
44893,0,46,0,1,38.3666666666667,41,41,0,11,11,0,1,1,1,5,695.45,700,0,0,875.44
44979,1,25,0,0,38.3333333333333,10,0,10,0,11,41,3,1,2,4,416.5,400,3,0,482.86
45076,1,41,1,0,38.3333333333333,0,0,0,0,0,10,3,1,1,1,1492.03,1600,2,2,1642.05
45132,0,25,0,0,38.3333333333333,0,0,0,0,11,41,1,1,2,2,296.07,250,0,0,605.33
45350,1,32,1,0,38.3,0,1,0,1,1,0,4,1,0,2,1779.82,1800,0,0,4951.59
45454,0,41,0,0,38.3,0,0,0,0,0,0,3,1,0,2,202.64,600,0,6,441.31
45820,1,29,0,0,20.7,0,1,0,0,1,0,5,1,0,1,465.62,3500,0,0,894.82
45826,0,55,1,1,20.7,0,0,0,0,1,0,3,1,0,3,107.86,600,0,0,403.11
46199,0,45,0,1,38.2,0,6,5,0,6,5,4,1,0,2,257.73,600,1,1,529.53
46231,0,30,1,0,38.2,5,6,0,0,6,5,4,1,0,2,983.68,1400,1,11,1047.63
46260,0,29,0,0,38.2,5,6,0,6,6,36,2,1,2,5,590.8,1200,0,0,1664.94
46287,0,42,0,1,38.2,0,0,0,6,37,0,2,1,0,5,73.58,150,0,0,234.79
46335,0,39,0,0,38.2,0,0,0,0,0,25,4,1,4,1,585.65,500,4,8,585.65
46378,1,60,1,1,38.1666666666667,0,0,0,0,0,0,5,1,0,1,30.02,4100,0,0,422.94
46866,0,64,0,1,38.1333333333333,0,0,5,6,6,36,2,1,0,3,325.85,1200,0,0,1423.85
46944,0,23,0,0,38.1333333333333,0,6,0,0,0,5,4,1,0,1,1250.16,1300,0,0,1250.16
46983,1,22,1,0,38.1333333333333,0,0,0,0,0,0,4,1,0,1,194.48,1200,0,1,892.03
46995,0,32,1,0,38.1333333333333,5,0,0,6,6,5,3,1,1,2,2482.95,2100,8,0,2486.61
47070,0,38,1,0,38.1333333333333,0,31,31,0,1,0,1,1,0,5,245.45,400,1,0,392.72
47125,1,41,0,0,38.1,5,0,5,0,0,0,4,1,0,1,856.45,2610,6,24,1248.64
47248,1,35,0,0,38.1,0,0,0,0,0,0,6,1,0,1,962.62,1000,0,30,1034.61
47258,0,45,0,0,38.1,5,6,5,6,6,5,3,1,0,3,902.27,1000,0,0,1053.23
47285,0,42,0,0,27.2,10,0,0,0,0,0,2,1,1,4,1048.23,1125,5,1,1048.23
47649,1,48,0,0,38.0666666666667,0,31,0,0,1,0,1,1,0,4,658.38,1050,0,0,1095.69
47878,0,23,1,0,38.0666666666667,0,1,31,1,0,0,2,1,1,5,185.61,300,0,0,312.74
48095,1,36,0,0,38,0,0,0,0,1,0,5,1,0,1,463.36,1880,1,3,724.64
48221,0,40,0,0,38,0,31,0,1,32,31,2,1,4,5,480.07,800,0,0,1062.81
48385,1,28,0,0,37.9666666666667,0,1,0,0,0,0,5,1,0,1,233.69,3000,0,0,255.56
48500,0,29,0,0,37.9666666666667,0,0,0,1,32,0,2,1,4,3,493.33,500,0,0,519.26
48601,1,39,0,0,37.9333333333333,0,0,0,0,0,0,6,1,0,1,1147.27,1300,12,0,1351.67
48719,0,31,1,0,37.9333333333333,0,1,0,1,1,31,4,1,2,1,1034.83,1270,0,0,1196.6
48754,0,30,0,0,27.2,10,41,0,11,0,10,1,1,1,5,160.08,800,0,0,629.89
48765,0,35,1,0,37.9333333333333,0,1,0,1,0,0,3,1,1,2,3046.96,2800,0,7,3833.71
48868,1,26,0,0,37.9333333333333,0,1,0,1,1,0,4,1,0,1,827.61,1100,0,6,827.61
48879,0,32,1,0,37.9333333333333,0,0,0,1,32,0,2,1,4,5,492.62,500,1,0,551.19
48993,0,26,0,0,37.9,0,31,31,1,32,0,2,1,0,5,333,450,3,0,495.71
49028,0,23,1,0,27.2,0,0,0,0,0,10,3,1,0,2,787.43,700,2,0,834.19
49350,0,27,1,0,37.8666666666667,0,0,25,0,0,25,2,0,1,4,121.85,500,0,0,418.73
49413,0,39,0,1,37.8666666666667,25,26,0,0,26,0,2,1,0,5,196.38,300,0,1,326.9
49509,1,48,1,0,37.8666666666667,0,1,0,1,1,0,5,1,4,1,117.3,300,0,12,293.87
49632,1,25,0,0,37.8333333333333,0,0,0,1,0,0,5,1,0,1,1386.3,3500,9,20,1534.34
49731,0,22,1,0,37.8333333333333,25,0,0,0,0,0,4,1,2,1,149.03,600,0,0,235.35
49955,1,43,0,1,37.8333333333333,0,0,0,26,0,0,2,1,3,5,350.51,1250,1,2,1064.73
50022,1,23,0,0,37.8,41,0,10,11,42,41,1,0,2,5,604.46,600,0,0,660.77
50036,0,27,1,0,37.8,0,0,0,0,0,0,1,1,0,5,414.16,400,0,0,438.43
50151,1,40,0,0,37.8,0,0,0,0,0,0,4,1,0,1,701.95,600,0,0,701.95
50189,1,63,0,1,37.8,0,0,0,0,0,0,5,1,0,1,705.91,800,0,13,996.01
50497,1,34,0,1,37.7333333333333,0,0,0,0,0,0,0,1,0,5,86.41,500,0,0,405.91
50714,1,32,1,0,37.7333333333333,0,0,0,0,0,0,5,1,0,1,1810.83,2000,0,4,2022.46
51023,1,32,1,0,37.7,0,0,0,0,0,0,5,1,0,1,1642.95,2400,0,1,1808.29
51085,0,50,1,1,37.7,0,0,0,21,21,0,2,0,4,5,626.97,1200,0,0,656.62
51089,1,49,0,0,37.7,0,0,0,0,0,0,5,1,0,1,970.48,2000,0,0,1544.2
51538,1,55,0,0,37.6666666666667,0,0,0,0,0,0,4,1,0,1,333.59,500,0,0,333.59
51568,0,32,0,0,37.6666666666667,0,0,0,0,0,0,5,1,0,1,310.83,300,0,1,310.83
51574,1,39,1,1,37.6333333333333,0,0,0,0,0,0,3,1,0,1,2153.82,3300,0,0,2515.08
52019,1,42,0,0,37.6,0,0,0,0,0,0,5,1,0,1,806.55,850,1,0,1030.17
52349,0,27,1,0,20.6666666666667,0,1,31,1,0,0,1,1,3,5,147.11,400,3,2,465.24
52465,0,64,1,1,37.5666666666667,0,0,0,0,0,0,5,1,0,1,805.82,800,2,7,859.69
52485,1,23,1,0,37.5333333333333,0,0,0,0,0,15,6,1,0,1,252.56,600,0,0,596.71
52552,1,32,1,0,37.5333333333333,0,0,0,0,0,0,5,1,0,1,1205.25,1170,1,1,2016.35
53057,1,36,1,0,37.4666666666667,0,0,0,0,16,15,2,1,0,3,179.53,700,0,0,433.87
53076,0,26,0,0,37.4666666666667,0,0,0,0,16,46,2,1,2,3,375.99,1800,1,1,408.84
53263,0,58,1,1,37.4666666666667,0,0,0,0,16,15,2,1,0,2,922.53,1100,0,1,1319.2
53287,0,57,0,0,37.4666666666667,15,46,15,0,0,15,1,1,3,5,2294.03,2100,0,0,2294.03
53303,0,31,1,0,27.2,0,0,10,11,0,10,4,1,0,1,411.7,500,1,1,411.7
53598,1,31,0,0,37.4333333333333,0,0,0,0,0,0,2,1,0,2,359.75,1000,0,7,811.19
53613,0,27,1,0,37.4333333333333,25,26,25,56,0,25,1,1,3,5,1632.32,2150,2,2,2255.46
53830,0,34,1,0,37.4333333333333,5,0,5,6,6,36,2,1,2,5,232.85,300,0,0,328.36
53958,0,28,1,0,37.4,0,0,0,0,11,10,1,0,4,3,310.59,400,0,0,820.58
54002,1,26,1,0,37.4,0,16,15,0,16,0,1,1,0,5,547.59,500,0,0,547.59
54306,1,30,0,0,37.4,0,0,0,0,0,0,4,1,0,1,302.17,700,1,4,393.31
54523,1,27,1,0,37.3666666666667,0,0,0,0,0,0,5,1,0,1,254.07,300,6,0,294.72
54529,1,24,0,0,37.3666666666667,0,0,0,0,11,10,4,1,0,1,227.36,300,0,2,268.41
54545,0,59,1,0,37.3666666666667,10,41,71,0,0,0,0,1,0,5,206.06,300,0,0,315.77
54551,0,23,0,0,37.3666666666667,0,11,41,0,11,41,1,1,2,5,516.06,400,0,0,516.06
54561,0,55,0,1,37.3666666666667,0,0,10,0,0,10,3,1,1,3,899.56,1600,0,1,899.56
54636,1,43,0,1,37.3666666666667,0,0,0,0,0,0,5,1,3,1,2789.61,2800,10,1,2999.19
54743,0,28,0,0,37.3666666666667,0,0,0,0,11,0,3,1,0,2,290,300,3,1,337.35
54900,1,47,0,1,37.3666666666667,0,0,0,0,0,10,3,1,1,2,782.38,900,1,1,782.38
55072,0,27,1,0,37.3333333333333,0,11,10,41,0,10,2,1,2,5,504.95,1050,2,1,1259.89
55116,1,62,0,0,37.3333333333333,0,0,0,0,0,0,3,1,4,1,610.74,600,7,1,644.53
55177,0,33,0,1,37.3333333333333,0,11,41,72,42,10,0,1,1,5,109.19,150,1,0,272.98
